productId
149773
84733
78300
68154
84400
69960
150214
148146
75779
80657
82680
75560
75174
84183
84715
81130
43445
75534
149042
74417
83305
79606
75034
82707
82701
148251
80101
74228
83143
73503
152051
83312
73912
155222
73296
75902
80499
80517
58714
82114
78069
83868
74858
148144
79730
155547
149850
78958
80250
82797
79878
77486
55985
152054
71654
149771
74826
84411
148185
78021
154682
83718
81437
81822
77856
75475
148566
82924
154681
82684
60729
154727
82832
72442
79960
149238
75545
66453
75326
80438
77294
80376
148032
72475
78691
78064
77667
83978
149821
148751
74848
79647
71546
75903
154685
154707
82679
72167
154716
79969
71671
78206
155550
83483
83849
151955
76088
78165
78559
154714
77443
154730
69485
75775
65129
52786
81610
82671
83713
74873
72190
76456
77227
148296
77600
58848
75709
83697
67132
152095
64447
73349
79562
149981
75503
149946
84456
154389
78179
76034
72730
81959
148213
152076
84697
71347
148135
76874
80288
150189
148347
148778
149909
78775
77566
148161
150198
68227
79758
69044
149947
73804
84147
148485
79508
83163
84675
148141
77895
84417
149958
23758
154711
77417
148948
149424
80078
81634
78736
148556
56109
148067
83154
77026
80475
74932
154697
78644
81863
81954
41304
71622
148968
154720
80661
72338
78369
73173
71266
148367
148099
78242
74557
68209
78761
81630
54173
80080
78245
77751
83776
71690
152053
80013
152088
84807
75498
83213
154709
84892
72318
148088
83668
71692
69893
82921
78647
74188
72914
69136
149936
83421
69046
148283
78075
150185
77794
155230
78698
77340
72431
149864
149745
67727
72134
75843
82657
149837
78676
75648
74938
74880
149857
148261
67143
69285
152064
73595
83222
84786
83973
81788
75236
80813
149950
61013
78365
152018
149990
152118
59530
82008
83570
154369
152081
149853
81631
79966
151956
80627
148808
83729
154498
81845
80810
76384
82838
67736
80904
151992
154696
72448
75740
75898
75240
77914
149863
154708
83556
81895
84484
77623
74934
68180
77966
83351
59975
81537
66846
80552
78833
74664
75499
71745
84171
148193
73999
154688
148025
149940
84375
78830
83270
84222
78668
74729
71871
77218
78557
52058
62569
149992
150196
82652
83157
54309
71126
84228
150207
79797
74187
154414
84795
148487
154415
150206
75181
75899
82811
83715
62768
154734
75254
61034
80648
84125
152007
78782
82817
80501
79880
148377
78620
80650
79699
154690
148129
73290
149914
83112
78809
84463
73925
149982
154687
58866
79421
84703
83838
65020
149797
148212
83981
80655
83248
154706
82808
68917
78424
83228
68108
57529
69621
78665
77980
148180
72960
77539
81294
149433
82792
70041
81773
81535
71121
83837
81976
74401
78112
65239
149920
78295
80347
149870
82664
79965
149817
59509
148148
77233
82922
152139
72142
84092
70084
149904
149861
79931
77607
77576
72109
55772
74847
152101
84630
83151
83492
82677
148145
73149
79628
64845
74245
84408
81932
83826
84225
84051
77559
152014
71942
82732
154715
148932
81660
76069
72320
154713
77937
84542
70086
83449
72179
64456
154676
83741
84530
83276
150174
82779
84706
62567
81526
79409
81427
74434
83982
148798
84334
61035
75861
83680
84425
75441
150213
81757
155226
82891
83216
76042
72440
79866
152024
84063
78599
84770
154279
149751
78154
74903
74424
83975
79692
84522
80635
152141
150204
71550
78208
152011
