city,total_sales_value
Feira Nova,478.5
Espinosa,2413.0
Monte Sião,1185.0
São Manuel,1357.0
Brodowski,12102.59
Anhumas,379.0
ARAPONGAS,479.0
Botucatu,23617.2
Governador Lindenberg,1892.0
Conceição do Mato Dentro,1805.0
NITEROI,3322.0
Curionópolis,349.0
Luziânia,30596.58
Nova Esperança,17863.379999999997
Conde,498.0
Ipupiara,2245.2
BELFORD ROXO,298.0
Carmo,10257.300000000001
Monte Alegre de Sergipe,349.0
Resplendor,1029.2
Januária,15581.99
Além Paraíba,23848.48
Alvorada do Sul,1275.0
Tijucas do Sul,1776.0
Santa Teresa,8091.0
Murutinga do Sul,4417.5
Medicilândia,1334.0
Hortolândia,19542.36
Correntina,4104.0
Nova Ipixuna,629.0
Jerônimo Monteiro,1773.5
São Domingos do Maranhão,498.0
Pompéu,3212.4
Cabrobó,808.0
Alagoinhas,17825.48
Italva,4626.99
Guatapará,429.0
Três Cachoeiras,449.0
Cajuru,3385.0
João Neiva,13492.0
Monte Alegre de Minas,1741.0
Itaipé,12999.0
Petrópolis ,398.0
Camaquã,538.0
Ouvidor,199.99
Umburatiba,522.5
Francisco Sá,2212.0
Santa Maria Madalena,7935.99
São Miguel dos Campos,996.99
FORTALEZA,927.0
Mambaí,1087.0
Cidade Ocidental,4470.4
Brejetuba,3137.0
Santa Maria de Jetibá,6984.99
São Vicente de Paula,59.0
Piranguinho,677.0
Bom Jesus do Itabapoana,15218.0
Montanhas,349.0
CONCEICAO DO CASTELO,398.0
Nazaré Paulista,598.0
Miracema,17511.13
Carnaíba,747.0
Matupá,1206.0
Itapema,20295.3
Campo Largo,3905.0
Américo de Campos,2647.8
Tibau do Sul,1744.99
Caldas Novas,5080.0
Piraí,16077.47
Cardeal da Silva,249.0
Alto Paraíso de Goiás,5214.5
Itaporã,598.0
Rio verde,349.0
Madre de Deus,609.3
Matão,8503.0
Campos Gerais,2550.0
Serro,1525.99
Caçador,2133.0
Taparuba,1526.0
Maria da Fé,549.0
Gabriel Monteiro,298.0
Paraíso,4058.0
Matriz de Camaragibe,4168.8
Cruzeiro do Oeste,4086.0
Cuiaba,198.0
Pontal do Araguaia,549.0
Salvador,698111.5799999994
Pitangueiras,6169.0
Cruzeiro do Sul ,349.0
linhares,299.0
Ibertioga,628.0
Sombrio,2345.0
Campo Novo do Parecis,12869.0
Cristópolis,449.0
São João do Piauí,449.0
Santa Bárbara D'Oeste,22095.84
Santa Mônica,149.0
Campo Formoso,11336.98
Santa Isabel,3598.0
Porto Calvo,278.0
Banzaê,1098.0
Paraopeba,698.0
Amarante do Maranhão,379.0
Novo Santo Antônio,449.0
Taiobeiras,4355.0
Canguçu,1196.0
Conceição da Aparecida,698.0
PEDRO LEOPOLDO,379.0
Rio Brilhante,6720.98
CURITIBA,3778.0
Poté,996.0
INDAIATUBA,198.0
Trajano de Moraes,577.0
Volta Grande,1523.0
BaixokGuandu,149.99
Pontal do Paraná,5799.0
Lavínia,2573.0
Buerarema,647.0
Camacan,1156.0
São Desidério,498.0
Peabiru,3448.0
Campo Mourão,11436.1
Amambaí,877.0
Andradina,19791.449999999997
São Pedro do Ivaí,468.0
Teófilo Otoni,42065.979999999996
Buriti Alegre,2153.0
Rio do Fogo,727.0
Almas,1576.0
Boituva,5062.0
Ibituruna,399.0
Laguna,1513.5
Uberlândia,220552.71999999994
Tabapuã,4290.98
Açailândia,11023.6
Tacaratu,2071.0
São Brás do Suaçuí,5205.49
Conduru,1180.9
Capivari,2682.0
Ortigueira,838.0
Nova lima ,279.0
Arapuá,598.0
Alcobaça,1875.0
Orlândia,7609.99
São Pedro,9455.0
Simões,1611.0
Iguatu,547.0
Camocim de São Félix,498.0
Araguaçu,498.0
Cruz Alta,1400.5
Macuco,4570.1
Cachoeira Paulista,1854.0
Sertanópolis,1047.0
Tocantinópolis,3839.9
Cubatão,7230.49
São João do Caiuá,119.0
Itaquara,1425.0
Amorinópolis,629.0
Boca da Mata,696.0
Lucas do Rio Verde,11514.35
São João de Meriti,99472.63000000005
Jequitinhonha,2455.2
Lençóis Paulista,7037.4
Monte Alegre do Sul,2243.0
Monte Mor,2968.5
Osasco,74958.53000000001
Artur Nogueira,1972.99
Itapuranga,12739.49
Conselheiro Lafaiete,24592.380000000005
Capetinga,298.0
Blumenau,47454.40999999998
Araújos,398.0
Assis,17743.4
Tapes,858.0
Itanhandu,7365.0
Lavras do Sul,449.99
Delfinópolis,349.0
Divinópolis do Tocantins,1573.0
Paulo Lopes,267.0
Pendências,747.0
Palmeira,1226.0
Pancas,17315.2
Cumuruxatiba,727.0
Frei Inocêncio,429.0
Sabáudia,10.0
Ibitiara,798.0
Alumínio,279.0
Pederneiras,3228.99
recife,398.0
Piritiba,349.0
Nova Santa Bárbara,698.0
Itaguaru,149.0
Urussanga,4853.99
Nova Andradina,4662.8
GAURAMA,828.0
Santa Bárbara d'Oeste,159.0
Mundo Novo,2693.5
Ponto dos Volantes,2660.0
Tupanatinga,1534.0
Nazaré,757.0
Conchas,229.0
Itaguara,8754.0
Unaí,19329.8
Coronel Bicaco,1096.0
Araucária,2033.0
Vespasiano,7046.6
Rio Casca,3228.99
Alto Parnaíba,298.0
Viana,18507.070000000003
Paty do Alferes,10799.99
Cachoeira da Prata,977.0
Sao Joao Nepomuceno,278.0
Ângulo,249.0
Amontada,538.5
MURIAÉ,745.0
Maracanã,229.0
Baependi,2306.5
belo horizonte,598.0
Arraial D'Ajuda,506.3
Riolândia,747.0
Cabedelo,10141.69
Caxias do Sul,25419.0
Curitibanos,4714.0
Jardinópolis,13693.47
Constantina,349.0
Jaci,98.0
Itanhém,2491.0
Piracaia,2191.0
São Mateus do Maranhão,1275.0
Itaqui,2103.0
Santana de Cataguases,3330.0
Miraí,5627.0
PALMAS,429.0
Mirante da Serra,1903.99
Campina Grande do Sul,3100.0
Irará,3578.9799999999996
Guaratuba,1304.0
Tambaú,3914.98
São João Batista,1455.0
Cachoeiro de Itapemirim,51965.439999999995
Serra Talhada,2372.0
Santana de Pirapama,947.0
Clevelândia,885.4
Juara,1692.0
Couto de Magalhães de Minas,2271.2
Casa Nova,2492.0
Euclides da Cunha,7114.5
Tapira,914.99
Canarana,7699.6
Recife,519576.35999999946
Arenópolis,798.0
Novo Oriente de Minas,698.0
Jaguariúna,12062.399999999998
Itapecerica,1361.2
Figueira,198.0
Itinga do Maranhão,2497.5
Santana do Paraíso,9915.4
Adamantina,549.0
FERNANDOPOLIS,798.0
Itanhaém,3946.0
TrÊs Pontas,1147.0
Tietê ,449.0
Lauro Müller,1005.0
Mandaguaçu,2522.0
Cafelândia,4181.5
Apiacá,1102.6
Serra Negra,2777.0
Maripá,908.0
Arapiraca,29704.050000000003
Lindóia,1705.0
Grajaú,4066.4
Umuarama,23623.44
Alto Piquiri,708.0
Bela Vista,359.0
Nanuque,14805.2
MURIAE,349.0
Prainha,757.0
Livramento de Nossa Senhora,5569.0
Piedade,2081.0
Restinga,349.0
Mariana,21608.15
Santo Antônio do Monte,89.99
Ipiranga de Goiás,727.0
Porto Alegre do Norte,878.0
Nova Aliança,179.0
Paranaiguara,3377.49
Lençóis,549.0
Gravatá,1373.0
UBERABA,747.0
Tiros,2271.0
Conceição do Coité,6693.98
Alexânia,3592.9
Nova Olinda,3100.0
Lídice,349.0
Botuporã,627.0
Gramado,3419.0
Palmitos,329.0
Matozinhos,6021.0
Seropédica,27804.170000000002
Itapagipe,696.0
Barbalha,698.0
Jucás,258.0
Ituverava,9321.2
Barbacena,28031.98
Dom Pedro,3670.5
Piquerobi,349.0
Indianópolis,169.0
Jeceaba,1096.0
Igarassu,5539.2
Epitaciolândia,3108.0
Jarinu ,398.0
Candói,698.0
Júlio de Castilhos,2621.0
Novo Alegre,1176.0
Araçaí,559.0
Coronel Vivida,2234.0
Tatuí,4071.4
Engenheiro Coelho,728.0
Mateus Leme,2245.0
Peixoto de Azevedo,1226.5
Inhapim,7194.0
São Félix do Coribe,5102.6
Cruzeiro do Sul,18073.5
Guarani,2876.99
Campina da Lagoa,429.0
Santo Antônio de Jesus,31511.5
São Pedro de Alcântara,516.99
Santa Inês,1604.0
Tibau,758.3
JOAO PESSOA,429.0
Novais,847.0
anapolis,429.0
Maracaí,2028.0
São Sebastião,19537.29
Água Boa,4704.0
Nova Cantu,149.98
Novo Repartimento,1267.0
Iporá,2533.0
ARAUCÁRIA,429.0
Campinorte,847.0
Palmital,3846.0
Marcelândia,379.0
São José dos Pinahais,1554.0
Medeiros Neto,1008.0
Nova Prata,429.0
Caruaru,16359.199999999999
Itaguaí ,89.99
Barueri,59482.67999999999
Moreno,736.99
Rialma,5916.0
Botelhos,498.0
Serafina Corrêa,1346.99
Augustinópolis,398.0
Antônio Prado de Minas,498.0
Itapira,13005.99
Ananás,753.5
Desterro de Entre Rios,977.0
VITÓRIA DA CONQUISTA,398.0
Sapé,1026.0
Água Preta,896.4
Belmonte,1385.0
Taiúva,179.0
Porto Velho,85562.45
ITAMBE,649.0
Castilho,6915.0
Niteroi,2077.2
Gaspar,3777.0
Araras,16185.55
Caraguatatuba,19194.489999999998
Corumbataí,6574.0
Serra do Ramalho,2143.2
Mairiporã,8895.75
São Gonçalo do Amarante,1073.99
Santa Mariana,3437.0
Crisólita,1253.99
Governador Celso Ramos,1205.0
Marialva,11736.49
Dona Emma,179.0
Araripina,1623.0
Serrana,3525.0
Lajeado,3350.4
Itaberá,3635.0
Paraibano,796.0
Tabuleiro,498.0
Planaltina,2522.0
Aragoiânia,798.0
Uruaçu,2788.0
Maracaju,4357.0
Itamogi,498.0
Socorro,3370.0
Panorama,696.0
Itaquitinga,398.0
Paulista,19186.47
Cianorte,8022.469999999999
Olinda,36935.170000000006
Ibirité,6801.0
Picos,8725.2
Itapetinga,7877.389999999999
Itaguaí,52503.399999999994
Ipameri,5522.49
Paranapoema,379.0
Serrinha,8570.9
Guaramirim,5400.0
Juarez Távora,449.0
PETROPOLIS,329.0
São Gabriel do Oeste,2781.99
Cocos,2680.0
Brotas,1573.0
Cláudio,479.0
Iacanga,598.0
Arraias,488.0
loUVEIRA,198.0
Cajueiro da Praia,878.0
Marianópolis do Tocantins,4378.4
São José,40600.0
RECIFE,2453.0
Pindamonhangaba,20536.5
Formosa do Rio Preto,1970.0
Jucati,238.99
Elói Mendes,3982.1000000000004
Vitória de Santo Antão,11695.39
Guapiara,677.0
Liberdade,1237.0
Xapuri,2030.29
Governador Valadares,69550.78
São Francisco do Pará,1757.0
Três Rios,45499.259999999995
São paulo,2077.0
Córrego Danta,2951.0
Itauçu,727.0
Campanha,578.0
Jacinto,2006.0
Orobó,179.0
Nova Olímpia,5073.99
Rebouças,329.0
Candeias,3311.0
JOSE BONIFACIO,379.0
Amparo,8717.0
Itabuna ,1257.0
Jacarezinho,15972.49
marataizes,1183.7
Ibitinga,5190.99
Tuneiras do Oeste,977.98
Orizona,3047.0
Itaboraí,89689.95000000004
Guiricema,697.0
Sairé,747.0
Barra D'Alcântara,224.5
Terenos,1924.0
Ijaci,378.0
Manoel Viana,598.0
Monte Azul,3557.0
Buenópolis,1175.0
Firminópolis,2508.0
São Marcos,1147.0
Machadinho D'Oeste,359.0
Curvelo,13472.9
Campo Limpo Paulista,947.0
Rio das Flores,3822.4
Eldorado dos Carajás,1776.0
Mandaguari,13750.6
Poços de caldas,498.0
Ibicoara,1187.0
Pinheiro,976.0
Paraibuna,449.0
Carira,229.0
Turvelândia,349.0
Araçoiaba,3010.0
Anchieta,11644.599999999999
Ibirataia,796.98
Goianápolis,179.0
Boa Vista,25883.800000000003
Tapiramutá,398.0
Biguaçu,549.0
Rio Branco do Sul,379.0
Rondon,449.0
Machacalis,918.0
Lupionópolis,579.0
Montividiu,1384.0
Marília,45259.15
Ceres,7104.4
CARIACICA,179.0
Feijó,429.0
Santana do Araguaia,1752.0
Marechal Floriano,4892.99
Jandaia,429.0
Limoeiro de Anadia,369.0
Limoeiro,7007.0
Manoel Ribas,349.0
Sobral,3817.0
Marliéria,278.5
Fortaleza,247683.47999999995
Vila Pavão,8865.869999999999
São José do Campestre,2528.99
Pinheiral,7887.3
Lagoa do Carro,896.0
Camaragibe,14908.08
Ponto Belo,1950.0
SP,598.0
Dourado,1588.0
Uruará,1875.0
Loanda,4118.48
Alexandria,529.0
Moreira Sales,827.0
Bandeira,189.0
Aruanã,479.0
Nova Ibiá,897.5
Ubá,28964.95
Paripueira,429.0
Chavantes,4648.0
Rondonópolis,33146.020000000004
Sooretama,8138.37
Brasilia,199.0
Dois Irmãos,279.0
Santa Vitória,449.0
Ilhéus,42041.579999999994
Estrela do Indaiá,129.0
Paranapanema,398.0
Dona Euzébia,3157.85
São Pedro do Sul,249.0
Congonhas,9692.48
Caieiras,2828.2
Entre Rios,3584.49
Dores do Turvo,928.0
Itaquaquecetuba,1314.0
Rio de janeiro ,975.99
Santana,4630.48
Itapebi,647.0
Floriano,6625.0
Cacequi,398.0
Planaltino,836.99
Maragogi,3556.0
João Monlevade,16803.0
Lagoa do Itaenga,2092.0
Morada Nova de Minas,6983.0
Barras,159.0
Caxias,3986.5
Vila Velha,323557.7799999996
Aliança,677.0
Centro  Rio de Janeiro,149.0
São João Del Rei,54599.96000000001
Engenheiro Navarro,1215.6
Presidente Tancredo Neves,5476.7
Capão Bonito,2418.5
Iracemápolis,4603.99
Castanheira,274.5
São Lourenço,11423.49
Firmino Alves,229.0
São Francisco de Goiás,349.0
Alto Paraíso,1144.5
Paraúna,1922.0
Pacajus,598.0
Álvares Machado,1324.99
Tapiratiba,429.0
Ituaçu,2601.0
Itaocara,10309.6
Camboriú,5857.99
Wall Ferraz,198.0
São Miguel do Guamá,1026.0
Aracruz ,349.0
São José do Seridó,349.0
Atibaia,24225.690000000002
Guarujá,30640.590000000004
LAGOA DOURADA,349.0
Anastácio,189.0
Paranaguá,7520.0
Capim,579.0
Colina,3239.0
Araguatins,249.0
SAO PAULO,27110.4
UNAI,449.0
Ribeira do Pombal,3185.99
Marataízes,18585.0
Marituba,1127.0
Águas Lindas de Goiás,423.5
Bom Jesus do Galho,3923.4799999999996
Portalegre,2090.98
Tapejara,2221.0
Colorado do oeste,549.0
Pomy,1758.5
Santana de Parnaíba,73577.29000000001
Venda Nova do Imigrante,3800.5
Itaueira,379.0
Peçanha,5463.0
Sapiranga,3131.0
São José do Jacuípe,1327.0
Resende Costa,12824.0
Londrina,169741.34
São Luís,103758.79000000004
Astolfo Dutra,7609.7
Timbó,3699.99
Joanópolis,349.0
Major Isidoro,2698.0
Jaguarari,7500.19
Mendes Pimentel,1614.2
Timbé do Sul,429.0
Passo de Torres,498.0
Paraíba do Sul,10620.88
Imbituva,796.0
Aripuanã,3142.0
Iaçu,1405.0
Santos Dumont,8017.949999999999
Colinas,379.0
Diamantina,18171.989999999998
Ipaussu,4437.5
Estrela de Alagoas,4060.0
Dumont,3159.0
São Vicente Ferrer,2499.0
Iraquara,2641.0
Vacaria,1963.6
Colatina,44548.54999999999
São Francisco,1747.5
Felipe Guerra,707.0
Mondaí,429.0
Ribeirãozinho,1494.0
Miranorte ,189.0
Vieiras,996.0
Tamarana,599.99
Mimoso do Sul,2767.75
Paudalho,3272.0
Araxá,18078.989999999998
Conceição das Alagoas,2012.6
Castro,3114.8
Armação dos Búzios,18561.149999999998
Sidrolândia,2702.0
Buri,628.0
São Ludgero,649.0
Rio Claro,51658.369999999995
Franca,74864.56000000001
Ituporanga,3381.99
Caparaó,1790.0
Extremoz,1573.0
Dom Pedrito,429.0
Ipatinga ,249.0
Itajá,129.0
Porto Real,2988.0
Jaboticatubas,1806.0
Pradópolis,1575.0
Itambaracá,662.5
Poço Fundo,2347.5
São Sebastião da Vargem Alegre,349.0
Areado,1990.0
Cachoeira Alta,1145.0
Mendes,5024.5
belmonte,398.0
NOVA SERRANA,549.0
VALINHOS,627.6
Serra,234145.30999999997
CATAGUASES,698.0
Rio Grande,9726.6
São Félix do Araguaia,996.0
Maravilha,1121.3000000000002
Piúma,14699.679999999998
Santa Rita de Jacutinga,599.99
Capitão Poço,1922.0
Inaciolândia,479.0
Araçatuba,44459.590000000004
José Bonifácio,4334.0
Santa Juliana,1592.0
Uruoca,287.99
Itagimirim,349.0
Campo Belo,7689.2
Lucianópolis,269.0
Sete Lagoas,20222.48
MARINGA,1843.0
Vitória do Mearim,198.0
Resende,59450.41999999999
Carmo do Rio Claro,945.0
Rio do Antônio,1375.0
Volta Redonda,171364.91999999984
Salto da Divisa,3597.0
Dom Eliseu,3633.0
Vicosa,98.0
Bady Bassitt,379.0
Presidente Bernardes,1474.0
Salmourão,479.0
Maria Helena,3092.0
Pinhais,14514.6
São Bento do Una,1127.0
Utinga,379.0
Pontal,3276.0
Almirante Tamandaré,5494.0
Guarantã do Norte,4330.5
BRASILIA,1421.0
Contagem,119741.11000000003
Iguatemi,379.0
Barretos,20795.1
Juripiranga,1633.0
Paragominas,5250.0
BALNEARIO CAMBORIU,1145.0
Petrópolis,101337.64000000007
Montalvânia,1077.0
Caxambu,4145.99
Potirendaba,4616.99
São Geraldo do Araguaia,349.0
Pedreiras,398.0
Magé,42532.32999999999
Igaporã,3269.4
Monteiro,329.0
Imbé de Minas,1104.0
Cambará,437.5
Santa Cruz do Sul,6286.6
Belo Oriente,1414.0
Pereira Barreto,3134.99
São Bernardo do Campo,112909.68000000001
Divisa Alegre,465.99
Balneário Gaivota,898.0
Campo Verde,6397.0
São Lourenço do Oeste,448.0
Formosa,25182.74
Sabará,15431.789999999999
Coromandel,945.0
VitÓria,1487.0
São João da Barra,16232.49
Anaurilandia,479.0
Mogeiro,498.0
Pedro Canário,12312.6
Aquidabã,367.99
Santo Ângelo,2152.0
Paranatama,377.0
FOZ DO IGUACU,4904.0
Recreio,9975.99
Rio de Janeiro ,4719.99
Muniz Ferreira,956.0
Santa Albertina,832.99
Fortaleza dos Nogueiras,728.0
Uniflor,927.0
Governador Edison Lobão,3051.98
Itaberaba,6375.99
Buritama,657.0
Mantena,3438.9699999999993
Ritápolis,1362.0
Iomerê,828.0
Espírito Santo do Pinhal,9282.5
Bodocó,2116.0
Uruana,498.0
Brazópolis,1003.0
Valinhos,44913.87
Itamaraju,16812.58
Belo Jardim,2318.99
Amaporã,449.0
Nova Londrina,149.0
São Domingos do Prata,2678.0
Palotina,6441.0
Garanhuns,9759.1
Itamarandiba,1843.4
Pescaria Brava,613.0
Mucurici,596.0
Rio Pomba,2550.0
Nova Ponte,1641.0
Bacabal,2022.8
Guará,3954.0
Cambuí,1145.0
Uruçuí,1425.5
São Gonçalo do Rio Abaixo,349.0
Eunápolis,27703.8
Comendador Venâncio,98.0
Andradas,4849.5
Leópolis,847.0
Igaci,398.0
Macapá,24865.88
Barro,478.0
Tombos,1492.0
Primeiro de Maio,449.0
Camocim,1952.0
Rio De JaneirO,597.0
Balneário Camboriú,34828.07000000001
Indaiatuba,38489.149999999994
Paulo Afonso,19457.46
Olho D'Água Grande,359.0
Itapeva,4515.0
Piripiri,2350.99
Carangola,15371.99
União da Vitória,1434.0
Águia Branca,2090.6
Bandeirantes,8540.0
Chapada do Norte,1072.5
Rio Piracicaba,7711.0
Nova Brasilândia D'Oeste,1994.0
Fazenda rio grande ,298.0
Laje do Muriaé,5348.200000000001
Coxim,4584.29
Paraguaçu,396.0
Teresópolis,81266.33000000006
Cordeiro,18467.489999999998
Várzea Paulista,2531.0
Silvanópolis,896.0
Penedo,1955.0
Suzano ,629.0
Sebastião Laranjeiras,1176.0
São Paulo ,224.5
Santo Antônio de Pádua,15808.97
Itapipoca,3199.0
Mutum,2429.4
PINHAIS,349.0
Dianópolis,1274.0
Santo Antônio da Patrulha,629.0
Conchal,2604.0
Miradouro,2101.0
Josenópolis,687.0
Juazeiro do Norte,7225.99
Coronel Fabriciano,25162.570000000003
Santana do Riacho,249.0
Presidente Prudente,36468.47
Campestre do Maranhão,1849.5
Varginha,15597.5
Porto Alegre,301918.5299999998
Santana do Livramento,1056.0
Itatiaiuçu,349.0
Rio De Janeiro,8744.6
Florianópolis,257651.07999999984
Madalena,557.0
Porto Real do Colégio,329.0
Corumbaiba,3312.99
Grão Mogol,2358.4
Vinhedo,23334.75
Birigüi,17657.9
Central de Minas,2302.0
Goianira,558.0
Pedra Mole,398.0
Campo Alegre,189.0
São Roque do Canaã,995.99
Rifaina,4151.99
Lago da Pedra,1373.0
Bragança,3272.2
Visconde de Imbé,349.0
Anadia,398.0
Poções,2731.0
Crixás,9183.08
Iapu,5494.5
Ji-Paraná,34599.37
CARUARU,398.0
Canhotinho,628.0
Jaboticabal,17221.98
Cacoal,18808.1
Neópolis,2224.0
Bias Fortes,119.0
Rio Real,747.0
Colorado,4920.0
Ouro Preto,18621.1
Iguaba Grande,6433.5
União dos Palmares,9827.8
Taquaritinga,3072.5
PAULINIA,379.0
Barreiros,549.0
Carlos Barbosa,3296.0
Ipaba,6565.5
Piracema,149.0
Terra Roxa,1645.0
Mineiros do Tietê,2220.0
Itararé,1704.0
Nossa Senhora do Socorro,5341.9
Boca do Acre,3932.0
Areiópolis,379.0
Maranguape,1047.0
Guaraçaí,4562.2
Malacacheta,746.4
Mangaratiba,22547.29
São Miguel do Araguaia,2371.0
Porto Franco,2827.5
Riozinho,279.0
Rincão,498.0
Nova Mutum,4320.5
Catu,8019.0
Paraty,22093.170000000002
Ivinhema,2217.3
Rodeio,1206.0
Janiópolis,279.0
Itapirapuã Paulista,547.0
Araruama ,658.0
Araguacema,1947.2
Urandi,1874.0
Brasília de Minas,2365.5
São Sepé,1675.0
Cardoso Moreira,5862.99
ATIBAIA,449.0
Portão,298.0
Paripiranga,1234.99
cabo frio,487.99
Sapeaçu,1257.0
Cunha,4736.0
Rio Verde de Mato Grosso,4397.99
Três Marias,2749.0
Joviânia,449.0
Ribeirão do Sul,878.0
Cruz Machado,578.0
Maringá,144558.17000000004
São Gabriel da Palha,13912.59
Nova Roma do Sul,249.0
Duas Barras,1845.0
Alto Caparaó,458.0
Paineiras,248.99
Santo Antônio do Jardim,1496.0
Santa Cruz de Monte Castelo,647.0
Cachoeira do Piriá,398.0
Itaboraí ,477.0
Bambuí,4171.5
Palmas de Monte Alto,517.0
Cantagalo,13049.58
Piranhas,3566.0
Morro Agudo,4679.8
Ponte Nova,3054.99
São Miguel do Guaporé,1107.0
Corinto,2120.0
Itupiranga,878.0
Boquira,2392.0
Piatã,8095.6
Apucarana,23451.5
Goiatuba,2074.0
Tailândia,7142.5
Abaiara,298.0
RJ,794.0
Luz,3409.0
Teixeira de Freitas,16086.39
Ribeirão das Neves,8805.98
Brasília,902878.0399999988
São Pedro da Aldeia,42302.55999999999
Nova Veneza,896.0
Piedade do Rio Grande,1694.0
Viçosa,22722.48
Abel Figueiredo,529.0
Murici,279.0
Sacramento,8971.47
Venâncio Aires,2425.7
Arinos,3078.4
Campinápolis,449.0
Itamarati de Minas,4174.0
Paranatinga,2530.4
Rio Formoso,298.99
Ouro Fino,3679.0
Centralina,3689.2
Jacaraci,379.0
Laje,349.0
Tupi Paulista,3001.0
Coluna,727.5
Arroio do Meio,1792.0
Lagoa da Confusão,1545.0
Jataizinho,3520.0
Balsas,8723.48
Cândido Mota,1505.0
Itanhomi,529.0
Pesqueira,596.2
Ilha das Flores,596.0
Guaratinga,1851.0
Crucilândia,1552.0
Munhoz de Melo,349.0
Maurilândia,1643.0
Edealina,129.0
Guiratinga,1147.0
Pitangui,2414.5
Poá,2763.5
Água Doce,329.99
Fronteira,349.0
Jardim,1790.5
Pipa,549.0
Vitória,312055.7599999998
Taperoá,581.2
Horizonte,1474.0
Ibirapitanga,379.0
Nova Venécia,23301.290000000005
Itumbiara,17616.699999999997
Lobato,1375.0
Muqui,5978.5
Cruzeiro ,349.0
Borborema,179.0
Toledo,5143.0
Nova Aurora,2920.5
Ipaumirim,577.0
Itatiba,25259.180000000004
Praia Grande,39323.549999999996
Jequitibá,398.0
Saquarema ,149.0
Goitacazes,547.0
Porto Feliz,7672.5
Jenipapo dos Vieiras,1185.99
Pombos,486.6
Nova Xavantina,3275.1
Brumadinho,21339.77
Nantes,398.0
Jaqueira,379.0
GETULINA,398.0
Porto Firme,398.0
Mantenópolis,2063.0
Petrolina ,658.0
Dois Córregos,5064.0
Alfenas,18339.47
Alto Rio Novo,896.0
São Lourenço do Sul,398.0
São Vicente do Sul,847.0
Trindade do Sul,198.0
Guidoval,798.0
Brejinho,399.99
Tubarão,11320.02
João Pessoa,148162.12000000008
Conceição do Almeida,1594.0
SÃO PAULO,1724.0
Santa Rita D'Oeste,1327.0
Ubaí,3050.0
Ubaíra,5168.98
Barra Da Estiva,249.0
Brasil Novo,757.0
GOIANIA,1996.0
Maricá ,149.4
Ibimirim,1780.0
Luís Eduardo Magalhães,13827.2
Espigão D'Oeste,1226.0
Macaubal,279.0
HORTOLANDIA,349.0
Resende ,329.99
Vicência,498.0
Guajará-Mirim,2215.0
Palmeira D'Oeste,747.0
Rio Verde,33992.06000000001
Carinhanha,1772.75
Campo do Brito,1254.0
Quirinópolis,12231.99
Rondon do Pará,7240.49
Rondolândia,429.0
Araci,1276.5
Cambé,9946.2
Nova Era,1912.0
Uberaba,93847.64000000001
CUIABA,1873.0
Casca,428.0
Salinas,10691.0
Marau,1685.0
Araçás,349.0
SALVADOR,2899.0
São Jerônimo,298.0
janaúba,259.0
Criciúma,22821.39
Cabo frio ,349.0
Miguel Calmon,673.5
Coaraci,3304.0
Alegrete,4179.0
Prados,728.0
ouro preto,697.0
Marabá,19361.98
Lauro de Freitas,58621.99
Astorga,549.0
Lima Duarte,2827.4
Poços de Caldas,32167.120000000003
Foz do Iguaçu ,1375.0
IBITINGA,329.0
Bento de Abreu,449.0
Cametá,3083.0
Tianguá,2045.0
Rio Maria,3220.0
São Fernando,558.0
Araçoiaba da Serra,4979.3
Dom Macedo Costa,429.0
Calçado,349.0
Dores do Indaiá,2850.0
Santa Bárbara,8525.99
Jequitaí,1038.0
Jataí,12367.199999999999
Pirapemas,423.5
Coração de Maria,847.0
Andrelândia,2319.0
Bernardino de Campos,449.0
Borda da Mata,2218.0
Monte Formoso,479.0
Matias Barbosa,1594.0
JUIZ DE FORA,898.0
Santa Fé,1483.0
Ponta Pora,877.0
Salto,7668.869999999999
Ibaiti,1237.0
Canoinhas,5385.5
General Salgado,598.0
VITORIA,2992.0
Santo Antônio do Sudoeste,449.0
Conceição de Ipanema,1484.0
Terra Rica,1594.0
Agudos do Sul,398.0
Catende,649.0
Paracatu,37870.97
Ataléia,3120.0
Florestópolis,3368.0
Santa Maria da Serra,1670.5
Casa Branca,3893.0
Iúna,4365.0
Caranaíba,279.0
Auriflama,1536.0
Descanso,349.0
Recife ,529.0
Encantado,877.0
Bragança Paulista,37845.6
Conceição da Barra,3583.0
Jupi,349.0
Parelhas,124.5
Uruçuca,398.0
Eldorado do Sul,2524.5
Barra dos Coqueiros,3854.99
Mogi das Cruzes,41308.79000000001
Rio Negro,349.0
Santa Maria,27556.899999999998
São Vicente,25812.58
Nova Friburgo,125818.1100000001
Clementina,398.0
Sabinópolis,4065.0
Cruzília,1175.0
Vargem Alta,4593.0
Itapemirim,11881.49
Açucena,549.0
Itatim,1167.4
Dom Silvério,1692.9
Passo Fundo,13902.599999999999
Milagres,1882.0
Parintins,1936.0
Canaa dos Carajás ,638.0
Passa Quatro,1774.0
Teolândia,827.0
TUBARAO,598.0
Jacy-Paraná,778.0
Governador Mangabeira,308.0
Igarapé,4512.0
Santa Rosa de Viterbo,5170.0
Paraguaçu Paulista,14001.0
Manaus,141099.93
Juiz de Fora,227038.86999999982
Itabaiana,11608.0
São Joaquim,728.0
São José dos Quatro Marcos,828.0
Mauá,15189.89
Miranda,3228.8
Ubatuba,17619.489999999998
Nilópolis,74591.72999999998
Luiz Alves,776.0
