productId,title,stock
79942,Macacão Estampado Delicadeza Floral Delicadeza Floral_Bege Macrame - GG,True
78527,Top Corselet Detalhe Verde Persia - G,True
76276,Vestido Cropped Estampado Caminho Yawanawa Est Caminho Yawanawa_Preto @ - P,True
75189,Regata Degagê Alcinha Verde Cardo - GG,True
80438,Bomber Bolsos Tweed Natural - GG,True
154701,Calca Moletom Beirinha Est Beirinha Fundo Off ] - 2,True
80519,Vestido Jeans Manga Jeans Escuro - P,True
83284,T-Shirt Média Farmrio Tucano Off White - G,True
69893,Conjunto Corselet Flô Est Flo_Biquini Praia_Rosa Maranta - P,True
82034,Calça Longa Plissada Vermelho Morango - PP,True
148882,Regata Farmrio Onça Preto Preto - G,True
79025,Calça Pregas Ampla Off White - G,True
68913,Top Estampado Recanto Das Araras Est Recanto Das Araras_Corrido_Laranja f - GG,True
69608,Flower Thong Sandal Caramelo - 36,True
74224,Saia Longa Estampada Fim De Tarde Fim De Tarde_Multicolorido - P,True
73912,Top Estampado Araritas Araritas_Vermelho Jambu - GG,True
148661,Macacão Estampado Lenço Floraline Lenco Floraline_Off White - GG,True
149885,Tênis Astral Bordado Off White e Preto - 35,True
75187,Calça Moletom Clochard Off White - G,True
148300,Saia Estampada Rendeira Est Rendeira_Amarelo Nectar @ - M,True
83906,Blusa Franzida Amarração Vermelho Morango - PP,True
83183,T-Shirt Fit Farmrio Bicicleta Rosa Begonia - GG,True
81412,Vestido Longo Marias Preto - P,True
154703,Top Poazinho Colorido % - 8,True
76456,Calça Estampada Caminho Yawanawa Est Caminho Yawanawa_Multicolorido - GG,True
75275,Camisa Bolso Rosa Geranio - G,True
74424,Short Recortes Frente Azul Martim - G,True
78865,Cardigan Tricot Pelinho Degrade Vermelho Goiabada - GG,True
62562,Sand Aranha Preto - 38,True
150198,Boné Farm Rosa Floral de Renda,True
75343,Sand Rasteira Miçanga Azul - 37,True
82661,Camisa Bolso Longa Verde Erva Doce - P,True
149933,Tênis Pista Caramelo - 36,True
78243,Top Corselet Detalhe Vermelho Espetaculo - GG,True
80332,Vestido Midi Estampado Persa Persa_Azul Carbono - GG,True
