city,total_revenue
Novo Horizonte,2372.0
Serra Talhada,2372.0
São Miguel do Araguaia,2371.0
Brasília de Minas,2365.5
Grão Mogol,2358.4
Muzambinho,2353.0
Piripiri,2350.99
Poço Fundo,2347.5
Naviraí,2347.5
Caçu,2346.5
Sombrio,2345.0
Paço do Lumiar,2343.0
Pedro Afonso,2341.0
Itapoá,2334.5
Pinhalzinho,2322.0
Urânia,2322.0
Andrelândia,2319.0
Belo Jardim,2318.99
Conceição do Castelo,2316.0
Iati,2314.2
Santana do Ipanema,2314.0
Balneário Piçarras,2310.0
Baependi,2306.5
São Miguel Arcanjo,2304.3
Central de Minas,2302.0
Jeremoabo,2299.0
Itarana,2299.0
Guaporé,2294.5
Barra do Corda,2282.79
Couto de Magalhães de Minas,2271.2
Tiros,2271.0
Altônia,2267.5
Sento Sé,2255.5
Carmo do Paranaíba,2252.8
Ipupiara,2245.2
Mateus Leme,2245.0
Barcarena,2244.0
Monte Alegre do Sul,2243.0
Santiago,2242.0
Coronel Vivida,2234.0
Cedral,2233.0
Santa Quitéria do Maranhão,2232.0
Neópolis,2224.0
Tapejara,2221.0
Mineiros do Tietê,2220.0
Borda da Mata,2218.0
Ivinhema,2217.3
Guajará-Mirim,2215.0
Francisco Sá,2212.0
Campos Belos,2202.99
Porangatu,2202.0
Santo Antônio de Lisboa,2192.0
Ibirama,2192.0
Piracaia,2191.0
Três Ranchos,2191.0
Matinhos,2181.0
Nova Mamoré,2173.0
BAURU,2171.0
Neves Paulista,2163.2
Ouro Preto ,2163.1000000000004
Buriti Alegre,2153.0
Santo Ângelo,2152.0
Cananéia,2151.6
Alto Paraná,2151.0
Braço do Norte,2151.0
Santo Antônio do Aracanguá,2151.0
Serra do Ramalho,2143.2
Caçador,2133.0
São José do Calçado,2128.0
Santa Bárbara do Leste,2125.98
Jatobá,2125.9700000000003
Itaú de Minas,2122.99
Corinto,2120.0
Lontra,2120.0
Bodocó,2116.0
Patos,2113.5
Itaqui,2103.0
Miradouro,2101.0
Jandira,2094.6
Pindaí,2092.0
Lagoa do Itaenga,2092.0
Portalegre,2090.98
Águia Branca,2090.6
Montanha,2090.0
Jequeri,2085.0
Piedade,2081.0
Niteroi,2077.2
São paulo,2077.0
Goiatuba,2074.0
Tacaratu,2071.0
Candelária,2066.6
Mantenópolis,2063.0
Santa Bárbara de Goiás,2052.0
São Sebastião da Grama,2051.0
FLORIANOPOLIS,2046.99
Tianguá,2045.0
Campo Erê,2043.0
Ivoti,2043.0
Araucária,2033.0
Xapuri,2030.29
Maracaí,2028.0
Avanhandava,2024.0
Bacabal,2022.8
Carlos Chagas,2022.0
Castro Alves,2022.0
São Simão,2014.3
Conceição das Alagoas,2012.6
Jacinto,2006.0
Campos do Jordão,2004.99
GOIANIA,1996.0
Nova Brasilândia D'Oeste,1994.0
Bonito,1993.0
Concórdia,1991.6
Areado,1990.0
Itacarambi,1979.5
Raposos,1974.0
Artur Nogueira,1972.99
Formosa do Rio Preto,1970.0
Capão da Canoa,1964.1999999999998
São Bento,1964.0
Tibagi,1964.0
Vacaria,1963.6
Aguaí,1962.0
Penedo,1955.0
Tramandaí,1952.8
Camocim,1952.0
Ponto Belo,1950.0
Araguacema,1947.2
Benevides,1945.0
Parintins,1936.0
Canela,1925.99
Terenos,1924.0
Comodoro,1923.0
Pirajuba,1923.0
Paraúna,1922.0
Capitão Poço,1922.0
Nova Era,1912.0
Setubinha,1912.0
Crato,1909.99
Mirante da Serra,1903.99
Niquelândia,1894.0
Goiabeira,1894.0
Governador Lindenberg,1892.0
Escada,1891.0
Milagres,1882.0
Schroeder,1882.0
Cajamar,1881.0
Mozarlândia,1880.99
Santa Rita de Minas,1879.99
Itaguaçu,1879.5
Piraquara,1875.99
Alcobaça,1875.0
Uruará,1875.0
Urandi,1874.0
CUIABA,1873.0
Abaíra,1873.0
Cachoeira Paulista,1854.0
Campos de Júlio,1852.0
Guaratinga,1851.0
Campestre do Maranhão,1849.5
Ferreiros,1845.0
Duas Barras,1845.0
Santa Rita,1845.0
Alvinópolis,1843.99
Itamarandiba,1843.4
MARINGA,1843.0
São José de Ubá,1842.0
Eldorado,1834.0
Nova Crixás,1829.0
PORTO ALEGRE,1823.0
Tangará,1814.0
Jaboticatubas,1806.0
Ribeirópolis,1805.0
Conceição do Mato Dentro,1805.0
Bom Jesus,1804.0
Sanclerlândia,1804.0
Alpinópolis,1803.0
Descoberto,1795.2
Marcelino Ramos,1793.99
Arroio do Meio,1792.0
Jardim,1790.5
Caparaó,1790.0
Olho D'Água das Flores,1785.0
Córrego Fundo,1783.8
Riachão do Dantas,1782.0
Ibimirim,1780.0
Tijucas do Sul,1776.0
Eldorado dos Carajás,1776.0
Iconha,1775.5
Miguel Alves,1775.0
Passa Quatro,1774.0
Cordeiropolis,1774.0
Jerônimo Monteiro,1773.5
Carinhanha,1772.75
Taguaí,1769.19
Rio Paranaíba,1765.0
Pomy,1758.5
São Francisco do Pará,1757.0
Valença do Piauí,1753.0
Santana do Araguaia,1752.0
Conceição do Jacuípe,1751.0
São Francisco,1747.5
Ibititá,1745.0
Tibau do Sul,1744.99
Coribe,1744.99
Nuporanga,1741.0
Monte Alegre de Minas,1741.0
Itambé,1736.0
Craíbas,1735.0
Cícero Dantas,1734.0
Curimatá,1734.0
Abaeté,1734.0
Monte Carmelo,1726.0
SÃO PAULO,1724.0
Macaparana,1724.0
Itaporanga,1719.5
Iporã,1711.0
Lindóia,1705.0
Itararé,1704.0
Farroupilha,1695.2
São João,1694.0
Alto Boa Vista,1694.0
Piedade do Rio Grande,1694.0
Moju,1694.0
Dom Silvério,1692.9
Juara,1692.0
Douradina,1691.0
Marau,1685.0
Sud Mennucci,1682.0
Retirolândia,1681.0
Vitorino,1676.0
São Sepé,1675.0
Ribeirão Branco,1672.0
Santa Maria da Serra,1670.5
Salinópolis,1655.75
Riachão do Jacuípe,1655.5
Ubiratã,1654.0
Iraí de Minas,1647.0
Paulo Ramos,1645.0
Campestre de Goiás,1645.0
Carmo da Mata,1645.0
Terra Roxa,1645.0
Maurilândia,1643.0
Nova Ponte,1641.0
Bom Jesus dos Perdões,1633.49
Juripiranga,1633.0
Passa Tempo,1633.0
Maraú,1631.1
Fernando de Noronha,1630.99
Pains,1626.0
Pariquera-Açu,1624.0
Porto Walter,1623.99
Araripina,1623.0
Poconé,1623.0
Mendes Pimentel,1614.2
Fronteiras,1614.0
Simões,1611.0
Sousa,1610.99
Santa Inês,1604.0
Confins,1603.0
Cassilândia,1601.5
Santa Terezinha de Goiás,1596.0
Propriá,1594.0
Matias Barbosa,1594.0
Terra Rica,1594.0
Goiânia ,1594.0
Caldas,1594.0
Conceição do Almeida,1594.0
Comendador Gomes,1592.0
Santa Juliana,1592.0
Dourado,1588.0
Santa Helena de Minas,1584.6
Vila Rica,1584.4
Bálsamo,1584.0
Almas,1576.0
Pradópolis,1575.0
Curaçá,1575.0
Comendador Levy Gasparian,1573.49
Extremoz,1573.0
Brotas,1573.0
Divinópolis do Tocantins,1573.0
BARUERI,1556.0
São Luiz Gonzaga,1555.0
Monte Alegre,1555.0
Buíque,1555.0
Rodeiro,1554.5
São José dos Pinahais,1554.0
Crucilândia,1552.0
Rio Novo do Sul,1551.0
Lagoa da Confusão,1545.0
Salto de Pirapora,1543.0
Auriflama,1536.0
São Luís do Quitunde,1534.0
Tupanatinga,1534.0
Mairi,1532.0
Taparuba,1526.0
Serro,1525.99
Cerejeiras,1525.0
Embu-Guaçu,1525.0
Volta Grande,1523.0
Tuntum,1522.0
Iturama,1522.0
Laguna,1513.5
Morretes,1512.0
Cristais,1506.0
Riacho de Santana,1506.0
Rio de Contas,1505.0
Cândido Mota,1505.0
Igrejinha,1504.0
Rafard,1503.99
Monte Santo de Minas,1502.0
Santo Antônio do Jardim,1496.0
Ribeirãozinho,1494.0
Nobres,1494.0
Sebastianópolis do Sul,1494.0
Barão de Monte Alto,1494.0
CASCAVEL,1494.0
Tombos,1492.0
VitÓria,1487.0
Conceição de Ipanema,1484.0
Santa Fé,1483.0
Ibotirama,1476.0
Santa Terezinha de Itaipu,1476.0
Presidente Bernardes,1474.0
Horizonte,1474.0
Santa Leopoldina,1474.0
Mário Campos,1474.0
Juazeirinho,1473.0
Chorrochó,1473.0
Jaíba,1472.0
São João Batista,1455.0
Fátima do Sul,1454.6
Nova Soure,1454.0
Joaquim Távora,1454.0
Mirabela,1453.0
Lagoa Seca,1446.99
Maracanaú,1445.0900000000001
Guaraí,1445.0
Capela,1445.0
Quarto Centenário,1445.0
Barroso,1443.0
Conceição do Araguaia,1434.0
União da Vitória,1434.0
Fortuna,1433.0
Leme do Prado,1430.5
Guaranésia,1426.0
Uruçuí,1425.5
RIBEIRAO PRETO,1425.0
Siriri,1425.0
Itaquara,1425.0
Pompéia,1424.0
Afogados da Ingazeira,1424.0
BRASILIA,1421.0
Belo Oriente,1414.0
Conceição dos Ouros,1406.0
Iaçu,1405.0
Cruz Alta,1400.5
Tapurah,1396.0
São Francisco de Sales,1396.0
São Tiago,1394.0
Aquiraz,1394.0
São Pedro do Piauí,1385.0
Belmonte,1385.0
Montividiu,1384.0
Xaxim,1377.0
Dobrada,1377.0
Parati,1376.98
Elísio Medrado,1376.0
Lobato,1375.0
Rio do Antônio,1375.0
Foz do Iguaçu ,1375.0
Centenário do Sul,1375.0
Taquaral de Goiás,1374.0
Gravatá,1373.0
Lago da Pedra,1373.0
Aparecida,1365.0
Ritápolis,1362.0
Itapecerica,1361.2
São Manuel,1357.0
Pirangi,1357.0
Pimenta Bueno,1356.0
Souto Soares,1355.0
Ilha de Itamaracá,1355.0
Estância,1354.99
Formoso,1347.0
Serafina Corrêa,1346.99
Pedregulho,1345.0
Rio Manso,1344.0
Piraúba,1342.9
Varre-Sai,1342.3
Medicilândia,1334.0
Santa Rita D'Oeste,1327.0
São José do Jacuípe,1327.0
Fortaleza ,1326.0
Siderópolis,1326.0
Santaluz,1326.0
Álvares Machado,1324.99
Varjão de Minas,1324.0
Curitiba ,1322.5
Santa Fé de Goiás,1320.4
Aragarças,1316.2
Itaquaquecetuba,1314.0
Antônio Martins,1312.3
Brasilândia de Minas,1306.0
Barão de Melgaço,1306.0
Barrocas,1305.0
Joaquim Nabuco,1304.0
Guaratuba,1304.0
Sertânia,1304.0
Tobias Barreto,1300.5
Rodelas,1300.5
Paiçandu,1294.0
Pinhão,1285.0
Itagibá,1277.0
Araci,1276.5
Vale do Paraíso,1276.0
Alvorada do Sul,1275.0
São Mateus do Maranhão,1275.0
Dianópolis,1274.0
Ribeirão,1273.0
Monte Aprazível,1273.0
Patrocinio,1268.5
Novo Repartimento,1267.0
Sapeaçu,1257.0
Itabuna ,1257.0
Cana Verde,1257.0
Orleans,1256.2
Bom Jardim de Goiás,1256.0
Porto da Folha,1254.99
Campo do Brito,1254.0
Crisólita,1253.99
Olivença,1247.0
São Bento do Sul,1247.0
Capivari de Baixo,1247.0
Santa Adélia,1247.0
Inajá,1245.0
Valente,1245.0
São Sebastião da Amoreira,1245.0
Santo Inácio,1241.0
Ibaiti,1237.0
Liberdade,1237.0
Adelândia,1236.99
Paripiranga,1234.99
Peixoto de Azevedo,1226.5
Camalaú,1226.0
Catiguá,1226.0
Palmeira,1226.0
Espigão D'Oeste,1226.0
Engenheiro Navarro,1215.6
Coronel Xavier Chaves,1207.0
Serrolândia,1207.0
Matupá,1206.0
Rodeio,1206.0
Governador Celso Ramos,1205.0
Pedras de Fogo,1196.0
Quixadá,1196.0
Canguçu,1196.0
Nova Luzitânia,1196.0
Barra do Ribeiro,1196.0
Itapiranga,1194.0
Pérola,1194.0
Ibicoara,1187.0
Leoberto Leal,1187.0
Cacaulândia,1186.6
Jenipapo dos Vieiras,1185.99
Monte Sião,1185.0
marataizes,1183.7
Conduru,1180.9
Mortugaba,1177.0
Júlio Mesquita,1176.0
Palmares Paulista,1176.0
Novo Alegre,1176.0
Sebastião Laranjeiras,1176.0
Cruzília,1175.0
Buenópolis,1175.0
Queluz,1175.0
Coroaci,1175.0
Placas,1175.0
Independência,1175.0
São Sebastião do Anta,1169.4
Itatim,1167.4
Jaicós,1160.0
Pindobaçu,1157.0
Lambari,1157.0
Rio do Prado,1157.0
Novo Progresso,1157.0
São José do Belmonte,1157.0
Camacan,1156.0
SERRA,1156.0
Lagoa da Prata,1155.0
CAMPOS DOS GOYTACAZES,1147.0
Santo Anastácio,1147.0
TrÊs Pontas,1147.0
Quatro Barras,1147.0
Estrela D'Oeste,1147.0
Guiratinga,1147.0
São Marcos,1147.0
Xanxerê,1147.0
BALNEARIO CAMBORIU,1145.0
Carmo do Cajuru,1145.0
Cachoeira Alta,1145.0
Cambuí,1145.0
Alto Paraíso,1144.5
Coqueiral,1127.0
São Bento do Una,1127.0
Marituba,1127.0
Igreja Nova,1126.0
Querência do Norte,1126.0
Itobi,1126.0
Laranjal,1126.0
Arvorezinha,1126.0
Sales Oliveira,1125.0
Maravilha,1121.3
Mâncio Lima,1115.0
São Miguel do Guaporé,1107.0
Serra do Salitre,1106.0
FRANCA,1106.0
Santo Estevão,1105.0
Imbé de Minas,1104.0
Apiacá,1102.6
LONDRINA,1098.0
Banzaê,1098.0
Arenápolis,1098.0
Chalé,1096.0
Pingo-D'Água,1096.0
São Jorge do Ivaí,1096.0
Jeceaba,1096.0
Coronel Bicaco,1096.0
Flores de Goiás,1096.0
Oliveira de Fátima,1096.0
Mallet,1094.0
Gália,1094.0
Lucélia,1094.0
Esteio,1094.0
Santa Rosa do Sul,1094.0
Conceição do Rio Verde,1092.0
Urucânia,1091.2
Buritis,1087.0
Mambaí,1087.0
Boquim,1085.0
Quaraí,1078.98
Montalvânia,1077.0
Itariri,1077.0
Canindé de São Francisco,1076.0
São João do Paraíso,1075.0
São Gonçalo do Amarante,1073.99
Chapada do Norte,1072.5
Sertaneja,1072.0
Rio Quente,1071.5
Capitólio,1067.4
Inhambupe,1066.5
Vidal Ramos,1066.0
Amargosa,1057.0
Mata Grande,1056.4
Santana do Livramento,1056.0
Marcação,1056.0
Prudentópolis,1056.0
RIO DAS OSTRAS,1052.99
Maranguape,1047.0
Fazenda Rio Grande,1047.0
Iguaí,1047.0
Guabiruba,1047.0
Pium,1047.0
Cabo frio,1047.0
Jaguaquara,1047.0
Sertanópolis,1047.0
PIRACICABA,1047.0
aparecida,1047.0
Jaraguá,1045.0
Rio Preto,1045.0
Cachoeira do Sul,1045.0
Terra Nova,1043.0
Campo Florido,1038.2
Jequitaí,1038.0
Varzelândia,1036.0
Resplendor,1029.2
Água Clara,1027.99
São Miguel do Guamá,1026.0
Buritizeiro,1026.0
Sapé,1026.0
Chapadinha,1011.9
Medeiros Neto,1008.0
Quatá,1007.0
Lauro Müller,1005.0
Brazópolis,1003.0
São Miguel dos Campos,996.99
Serra Alta,996.0
Catolé do Rocha,996.0
Durandé,996.0
Ribeirão do Pinhal,996.0
Vieiras,996.0
Poté,996.0
Bilac,996.0
São Félix do Araguaia,996.0
São Roque do Canaã,995.99
Caravelas,987.5
São Pedro dos Ferros,987.0
Floraí,985.5
Taguai,978.0
Tuneiras do Oeste,977.98
Cachoeira da Prata,977.0
Desterro de Entre Rios,977.0
Paulistânia,977.0
Pereiras,977.0
Itajuípe,977.0
Pinheiro,976.0
Teotônio Vilela,976.0
Guia Lopes da Laguna,976.0
Rio de janeiro ,975.99
Ouro preto,975.0
Itapirapuã,974.0
Maracajá,957.0
Ervália,957.0
Muniz Ferreira,956.0
Vil Velha,955.0
Torrinha,954.99
São Manoel do Paraná,947.0
Morro da Fumaça,947.0
Santana de Pirapama,947.0
Campo Limpo Paulista,947.0
Rio Largo,947.0
Brejões,947.0
Brejo Grande do Araguaia,947.0
Luislândia,945.0
São Vicente de Minas,945.0
Carmo do Rio Claro,945.0
Coromandel,945.0
Ariranha,945.0
Uberlandia,945.0
Saúde,945.0
Campo do Meio,936.0
Dores do Turvo,928.0
Alto Alegre dos Parecis,928.0
Piquete,927.0
FORTALEZA,927.0
Uniflor,927.0
Muritiba,926.0
CRICIUMA,926.0
Angelândia,926.0
Campo Alegre de Lourdes,922.5
Tijucas,919.4
Machacalis,918.0
Francisco Morato,916.5
Tapira,914.99
Piracanjuba,908.0
Maripá,908.0
Taquaritinga do Norte,908.0
maceió,908.0
Heitoraí,908.0
Quixabeira,898.0
JUIZ DE FORA,898.0
Balneário Gaivota,898.0
Morros,898.0
Nova Ibiá,897.5
Água Preta,896.4
Severínia,896.0
Nova Veneza,896.0
Abelardo Luz,896.0
Silvanópolis,896.0
Praia do Forte,896.0
Três Fronteiras,896.0
Marumbi,896.0
Lagoa do Carro,896.0
Alto Rio Novo,896.0
São José de Mipibu,894.0
Clevelândia,885.4
Olindina,884.99
Itupiranga,878.0
Ribeirão do Sul,878.0
Porto Alegre do Norte,878.0
Cajueiro da Praia,878.0
Nova Monte Verde,877.0
Xangri-Lá,877.0
Salto do Céu,877.0
Encantado,877.0
Ponta Pora,877.0
Amambaí,877.0
Santa Cruz da Baixa Verde,877.0
Juruti,877.0
Tucumã,877.0
Altair,875.1
nova lima,872.5
Colorado do Oeste,858.0
Lapa,858.0
Tapes,858.0
Nova Erechim,858.0
Santo Antônio de Posse,857.0
Dois Vizinhos,857.0
Santana do Deserto,855.0
Rosana,852.5
Moeda,849.0
Córrego Novo,848.0
Leópolis,847.0
Nova Bandeirantes,847.0
Coração de Maria,847.0
Crateús,847.0
Caculé,847.0
Carandaí,847.0
Campinorte,847.0
Novais,847.0
Paraipaba,847.0
Rinópolis,847.0
São Vicente do Sul,847.0
Cláudia,847.0
Glória do Goitá,846.0
Areia Branca,846.0
Tumiritinga,845.0
Ortigueira,838.0
Nova América,837.0
Planaltino,836.99
Santa Albertina,832.99
GAURAMA,828.0
Iomerê,828.0
São José dos Quatro Marcos,828.0
Quatipuru,827.0
MARABÁ,827.0
Teolândia,827.0
Nova Itaberaba,827.0
Mamborê,827.0
Moreira Sales,827.0
Joinville ,827.0
Jaru,827.0
são paulo,826.0
Renascença,826.0
Pindorama,820.5
Marilândia,818.0
Guapiaçu,817.0
Oeiras,816.5
Itinga,810.5
Cabrobó,808.0
Cosmorama,808.0
Jaguarão,807.0
FERNANDOPOLIS,798.0
Mostardas,798.0
Ibitiara,798.0
Aragoiânia,798.0
Valentim Gentil,798.0
Arenópolis,798.0
Guidoval,798.0
Tuparendi,798.0
Itabirinha,798.0
Papagaios,798.0
Coari,798.0
São Roque de Minas,798.0
Quilombo,798.0
Pacaraima  ,798.0
Ibirataia,796.98
ARARUAMA,796.0
Paraibano,796.0
Carnaubais,796.0
Flores,796.0
Rio Branco ,796.0
Morro do Pilar,796.0
São João do Oriente,796.0
Imbituva,796.0
Três de Maio,796.0
RJ,794.0
Taquari,787.0
Três rios,787.0
Santo Antônio do Descoberto,778.0
Vargem Alegre,778.0
Jacy-Paraná,778.0
Porto Murtinho,778.0
Pão de Açúcar,778.0
Rio Vermelho,777.0
Pedra,777.0
bom despacho,777.0
Mirassolândia,777.0
Aiuruoca,777.0
Lago dos Rodrigues,777.0
Poço Verde,777.0
Luiz Alves,776.0
Vila Bela da Santíssima Trindade,775.0
Guaraqueçaba,773.8
Guajeru,771.5
Tacuru,770.6500000000001
Mara Rosa,763.25
Rio Novo,763.0
Tibau,758.3
SÃO CARLOS,757.6
Nazaré,757.0
Prainha,757.0
Brasil Novo,757.0
Pedro II,756.99
Jussiape,756.0
Ananás,753.5
Sairé,747.0
Pocrane,747.0
São José do Egito,747.0
São Gonçalo do Sapucaí,747.0
Bataguassu,747.0
Estiva,747.0
Rio Real,747.0
UBERABA,747.0
São Francisco de Assis,747.0
Patu,747.0
Boa Nova,747.0
Carnaíba,747.0
Riolândia,747.0
Palmeira D'Oeste,747.0
Dores de Campos,747.0
Pendências,747.0
Malacacheta,746.4
MURIAÉ,745.0
Minador do Negrão,736.99
Moreno,736.99
São José da Coroa Grande,736.98
Xambrê,728.0
Engenheiro Coelho,728.0
São Joaquim,728.0
Prados,728.0
Fortaleza dos Nogueiras,728.0
Coluna,727.5
Campos Altos,727.0
Rio do Fogo,727.0
Alcinópolis,727.0
Jiquiriçá,727.0
Cumuruxatiba,727.0
Urupá,727.0
Itauçu,727.0
Ouro Verde,727.0
São José da Safira,727.0
Ipiranga de Goiás,727.0
Viamão,726.0
Turvo,726.0
Francisco Santos,726.0
Barrinha,716.8
São Thomé das Letras,708.0
Pedro do Rosário,708.0
Alto Piquiri,708.0
Rubinéia,708.0
Felipe Guerra,707.0
Santa Vitória do Palmar,699.99
Cupira,698.0
Conceição da Aparecida,698.0
IGARACU DO TIETE,698.0
JaguariunA,698.0
Ribeirão Cascalheira,698.0
Itaju,698.0
Novo Oriente de Minas,698.0
CATAGUASES,698.0
Francisco Dumont,698.0
BIRIGUI,698.0
Barbalha,698.0
Boa Viagem,698.0
Jijoca de Jericoacoara,698.0
Candói,698.0
Paulistana,698.0
Edéia,698.0
Paraopeba,698.0
Nova Santa Bárbara,698.0
ouro preto,697.0
Cuité,697.0
Guiricema,697.0
Panorama,696.0
Cachoeira do Campo,696.0
Barra de São Miguel,696.0
Goianésia do Pará,696.0
Itapagipe,696.0
Boca da Mata,696.0
Josenópolis,687.0
Uauá,678.0
Itaiópolis,678.0
NOVA MUTUM,678.0
Tarauacá,677.4
Piranguinho,677.0
Itapicuru,677.0
Aliança,677.0
Guapiara,677.0
Miguel Calmon,673.5
São João da Serra,673.5
Dom Basílio,673.5
Itambaracá,662.5
Frecheirinha,659.98
Petrolina ,658.0
Araruama ,658.0
Antônio Carlos,657.25
Buritama,657.0
Nova Santa Rita,653.5
Lagoa Vermelha,649.0
São Ludgero,649.0
Catende,649.0
ITAMBE,649.0
Morro do Chapéu,649.0
aracaju,649.0
Dois Irmãos do Buriti,649.0
Alhandra,648.0
Salesópolis,648.0
Piranga,648.0
Carbonita,647.0
Itapebi,647.0
Buerarema,647.0
Santa Cruz de Monte Castelo,647.0
Mercês,647.0
Arame,647.0
Iuiu,647.0
Pomerode,642.2
Canaa dos Carajás ,638.0
São Sebastião de Campos,637.0
Brasnorte,629.0
Santa Cruz da Conceição,629.0
Amorinópolis,629.0
Nova Ipixuna,629.0
Suzano ,629.0
Pontes Gestal,629.0
Populina,629.0
Garuva,629.0
Santo Antônio da Patrulha,629.0
São Gabriel da Cachoeira,628.99
Barra de São João,628.0
Buri,628.0
Ibertioga,628.0
Álvaro de Carvalho,628.0
Balneário Camboriu,628.0
Canhotinho,628.0
São Francisco do Conde,628.0
Lajedo do Tabocal,628.0
VALINHOS,627.6
Camanducaia,627.0
Santo Antônio do Pinhal,627.0
Paulistas,627.0
Canaa Dos Carajas,627.0
Botuporã,627.0
Ibirá,625.0
Palmeira das Missões,622.5
Ibiúna,616.0
Pescaria Brava,613.0
Pacaraima,610.49
Madre de Deus,609.3
Guarabira,608.99
Viradouro,608.0
Juquitiba,608.0
Santa Rita de Jacutinga,599.99
Cristina,599.99
Tamarana,599.99
DUQUE DE CAXIAS,599.99
Santa Maria do Cambucá,598.0
Vitória ,598.0
Chapada,598.0
Monte Castelo,598.0
belo horizonte,598.0
Tupanciretã,598.0
Manoel Viana,598.0
Itaí,598.0
São Tomás de Aquino,598.0
Pacajus,598.0
SP,598.0
Iracema do Oeste,598.0
Arapuá,598.0
TUBARAO,598.0
Agrestina,598.0
Barro Alto,598.0
Macedônia,598.0
Ponto Novo,598.0
General Salgado,598.0
Itaporã,598.0
Pedrinópolis,598.0
Iacanga,598.0
Rio dos Bois,598.0
Nazaré Paulista,598.0
Rio De JaneirO,597.0
Pesqueira,596.2
Califórnia,596.0
Tefé,596.0
Tunápolis,596.0
Ilha das Flores,596.0
Mucurici,596.0
Taperoá,581.2
Lupionópolis,579.0
Capim,579.0
Wenceslau Braz,579.0
SANTOS,579.0
Itapororoca,578.0
Bananeiras,578.0
Campanha,578.0
Cruz Machado,578.0
Aquidauana,577.0
Ipaumirim,577.0
Trajano de Moraes,577.0
Jaboatão dos Guararapes ,577.0
Niterói ,577.0
Telha,567.99
Araçaí,559.0
Nonoai,559.0
São Fernando,558.0
Goianira,558.0
Cássia,557.5
Madalena,557.0
Ceará-Mirim,556.5
Pipa,549.0
Campos dos Goytacazes ,549.0
Teresina de Goiás,549.0
Pontal do Araguaia,549.0
Alenquer,549.0
Lençóis,549.0
Terra Nova D'Oeste,549.0
Colorado do oeste,549.0
Planalto,549.0
Astorga,549.0
Pedra Azul,549.0
NOVA SERRANA,549.0
Venturosa,549.0
SalcDoe,549.0
BARRA MANSA,549.0
Açucena,549.0
Biguaçu,549.0
Adamantina,549.0
Apiacás,549.0
Maria da Fé,549.0
Barreiros,549.0
Itaguari,547.0
Monte Azul Paulista,547.0
Satuba,547.0
Monte Alegre do Piauí,547.0
Iguatu,547.0
Iperó,547.0
Costa Rica,547.0
Goitacazes,547.0
Barão do Triunfo,547.0
Itapirapuã Paulista,547.0
Porto União,544.99
Laranjeiras do Sul,538.99
Amontada,538.5
Camaquã,538.0
Estrela do Norte,538.0
Quedas do Iguaçu,537.0
São José do Norte,529.0
Veranópolis,529.0
Alvarenga,529.0
Recife ,529.0
Bezerros,529.0
Itanhomi,529.0
Alexandria,529.0
Dores de Guanhães,529.0
Água Azul do Norte,529.0
Abel Figueiredo,529.0
Herculândia,529.0
Carpina ,528.0
São Sebastião do Passé,528.0
Forquilhinha,528.0
Colméia,527.0
Miranorte,527.0
Abadia dos Dourados,523.5
Umburatiba,522.5
Viçosa do Ceará,518.7
Palmas de Monte Alto,517.0
São Pedro de Alcântara,516.99
Jardim de Piranhas,513.0
Codó,508.0
Materlândia,508.0
Arraial D'Ajuda,506.3
Santo Hipólito,499.0
Monte Belo,499.0
São Desidério,498.0
Itapuí,498.0
Santa Rita de Cássia,498.0
Conde,498.0
Camocim de São Félix,498.0
Campo Maior,498.0
SOROCABA,498.0
Capim Branco,498.0
Tabuleiro,498.0
Poços de caldas,498.0
Realeza,498.0
SÃo LuÍs,498.0
Aloândia,498.0
PATO BRANCO,498.0
Serra Azul,498.0
Vicência,498.0
Glória,498.0
Rincão,498.0
Vazante,498.0
Monsenhor Tabosa,498.0
Mogeiro,498.0
Missal,498.0
Botelhos,498.0
Ibipitanga,498.0
Torrinha ,498.0
Antônio Prado de Minas,498.0
Agudos,498.0
São Domingos do Maranhão,498.0
Araguaçu,498.0
Uruana,498.0
Aral Moreira,498.0
Jordânia,498.0
Passo de Torres,498.0
Santa Isabel do Pará,498.0
Itamogi,498.0
Messias,496.0
Arraias,488.0
Nova Alvorada do Sul,487.99
cabo frio,487.99
Pombos,486.6
Cláudio,479.0
Anaurilandia,479.0
Aruanã,479.0
Monte Formoso,479.0
Guaraniaçu,479.0
Nhandeara,479.0
Catanduvas,479.0
Princesa Isabel,479.0
Santa Branca,479.0
Salmourão,479.0
ARAPONGAS,479.0
Inaciolândia,479.0
Barrolândia,479.0
Arroio do Tigre,479.0
Jarinu,479.0
Carajás,478.99
Feira Nova,478.5
Faria Lemos,478.0
Barro,478.0
Santo Antônio do Aventureiro,478.0
iracemápolis,478.0
Holambra,477.5
Itaboraí ,477.0
Ladário,477.0
Novo Cruzeiro,477.0
Trancoso,475.4
São Pedro do Ivaí,468.0
Divisa Alegre,465.99
Alto Caparaó,458.0
Cansanção,458.0
Lavras do Sul,449.99
Conceição da Feira,449.99
Barra da estiva ,449.0
Colômbia,449.0
Carrancas,449.0
Campinápolis,449.0
Paranhos,449.0
Canto do Buriti,449.0
Primeiro de Maio,449.0
Paraibuna,449.0
Aldeias Altas,449.0
Rancho Alegre,449.0
VILA VELHA,449.0
Novo Santo Antônio,449.0
Altamira do Paraná,449.0
Nova mutum,449.0
Amaporã,449.0
NATAL,449.0
AMERICANA,449.0
Várzea Nova,449.0
Andaraí,449.0
